token,sentiment,polarity
moratorium,-0.05,negative
moribund,-0.4,negative
motivate,0.6,positive
motivated,0.8,positive
motivation,0.55,positive
movement,0.25,positive
muck,-0.4,negative
mucky,-0.3,negative
mud,-0.35,negative
muddle,-0.35,negative
muddled,-0.25,negative
muddy,-0.4,negative
multiply,0.5,positive
multitude,0.6,positive
mummified,-0.25,negative
murder,-1,negative
murky,-0.7,negative
muscular,0.6,positive
mute,-0.25,negative
muted,-0.25,negative
mutilate,-0.7,negative
myriad,0.5,positive
mystique,0.6,positive
myth,-0.05,negative
nadir,-0.5,negative
nag,-0.5,negative
nagging,-0.4,negative
naive,-0.4,negative
nameless,-0.3,negative
narrowing,-0.4,negative
nasty,-0.75,negative
neat,0.6,positive
nebulous,-0.3,negative
necessary,0.4,positive
necessity,0.45,positive
nefarious,-0.4,negative
negative,-0.55,negative
neglect,-0.5,negative
neglectful,-0.6,negative
negligence,-0.7,negative
negligences,-0.6,negative
negligent,-0.8,negative
negligently,-0.6,negative
negligible,-0.4,negative
negotiable,0.45,positive
negotiate,0.5,positive
negotiating,0.45,positive
nervous,-0.35,negative
nervousness,-0.4,negative
nervy,-0.4,negative
nest,0.15,positive
neurotic,-0.4,negative
never,-0.2,negative
nice,0.35,positive
nifty,0.55,positive
nightmare,-0.8,negative
nil,-0.15,negative
noble,0.6,positive
noisy,-0.35,negative
non-performing,-0.35,negative
noncompliance,-0.4,negative
noncompliant,-0.6,negative
noncomplying,-0.4,negative
noncontingent,-0.2,negative
noncontract,-0.05,negative
noncontributory,-0.4,negative
nonessential,-0.4,negative
nonexistent,-0.3,negative
nonfeasance,-0.75,negative
nonfunctional,-0.7,negative
nonjudicially,-0.35,negative
nonpayment,-0.55,negative
nonperformance,-0.5,negative
nonperformances,-0.4,negative
nonperforming,-0.5,negative
nonproductive,-0.5,negative
norm,0.1,positive
normal,0.1,positive
normalize,0.55,positive
nosedive,-0.85,negative
notable,0.5,positive
novel,0.35,positive
nuisance,-0.35,negative
nullification,-0.3,negative
nullify,-0.3,negative
nullity,-0.3,negative
numb,-0.05,negative
nurture,0.6,positive
obesity,-0.6,negative
objection,-0.3,negative
objectionable,-0.35,negative
objectionably,-0.35,negative
obligate,-0.15,negative
oblivion,-0.7,negative
obscene,-0.35,negative
obscenity,-0.45,negative
obsessed,-0.35,negative
obsessive,-0.45,negative
obsolescence,-0.55,negative
obsolete,-0.45,negative
obstruct,-0.55,negative
obstruction,-0.6,negative
obtain,0.65,positive
oddity,-0.25,negative
odious,-0.8,negative
offence,-0.5,negative
offend,-0.3,negative
offender,-0.45,negative
offense,-0.45,negative
offensive,-0.65,negative
official,0.25,positive
offset,-0.05,negative
oily,-0.25,negative
okay,0.25,positive
omission,-0.3,negative
omit,-0.3,negative
onslaught,-0.6,negative
opaque,-0.35,negative
opening,0.5,positive
openness,0.45,positive
operation,0.1,positive
opportunity,0.7,positive
oppose,-0.3,negative
opposition,-0.2,negative
oppressive,-0.7,negative
optimal,0.5,positive
optimistic,0.6,positive
optimize,0.6,positive
optimum,0.9,positive
option,0.45,positive
orderly,0.45,positive
ordinarily,0.05,positive
organized,0.5,positive
originate,0.1,positive
ouster,-0.3,negative
outage,-0.4,negative
outbreak,-0.75,negative
outburst,-0.55,negative
outcry,-0.4,negative
outdate,-0.3,negative
outlandish,-0.55,negative
outlast,0.3,positive
outlaw,-0.35,negative
outlier,-0.1,negative
outmoded,-0.3,negative
outperform,0.65,positive
outrage,-0.7,negative
outraged,-0.7,negative
outstanding,0.75,positive
outstrip,-0.25,negative
overbearing,-0.55,negative
overbill,-0.7,negative
overblown,-0.4,negative
overbought,-0.3,negative
overbuilding,-0.2,negative
overbuilds,-0.25,negative
overburden,-0.55,negative
overcapacity,-0.625,negative
overcharge,-0.4,negative
overcharging,-0.5,negative
overcome,0.6,positive
overcrowded,-0.4,negative
overcrowding,-0.35,negative
overdo,-0.4,negative
overdose,-0.65,negative
overdraft,-0.5,negative
overdrawn,-0.45,negative
overdue,-0.45,negative
overestimate,-0.25,negative
overexpand,-0.4,negative
overextend,-0.35,negative
overheat,-0.45,negative
overheated,-0.4,negative
overleveraged,-0.5,negative
overload,-0.45,negative
overlook,-0.3,negative
overpay,-0.35,negative
overpayment,-0.25,negative
overprice,-0.5,negative
overpriced,-0.35,negative
overproduce,-0.4,negative
overpromise,-0.3,negative
overreach,-0.35,negative
overreact,-0.6,negative
overregulate,-0.2,negative
oversell,-0.35,negative
overshoot,-0.3,negative
overspend,-0.6,negative
overstaffed,-0.45,negative
overstock,-0.5,negative
overstretch,-0.35,negative
overstretched,-0.4,negative
oversubscribed,-0.2,negative
overtax,-0.65,negative
overtly,-0.1,negative
overvaluation,-0.45,negative
overvalue,-0.35,negative
overweight,-0.4,negative
overwhelm,-0.35,negative
overwhelmed,-0.5,negative
overwhelming,-0.4,negative
overwork,-0.5,negative
overwrought,-0.4,negative
overzealous,-0.3,negative
paced,0.4,positive
packed,-0.15,negative
pain,-0.75,negative
painful,-0.55,negative
pal,0.3,positive
palatable,0.2,positive
pale,-0.1,negative
pamper,0.4,positive
pander,-0.2,negative
panic,-0.65,negative
panicked,-0.8,negative
panicky,-0.65,negative
paralyze,-0.4,negative
paralyzed,-0.6,negative
participate,0.6,positive
participation,0.5,positive
partner,0.15,positive
passion,0.5,positive
passionate,0.75,positive
patchy,-0.4,negative
pathetic,-0.65,negative
patience,0.5,positive
patient,0.15,positive
patriotism,0.2,positive
patronize,-0.35,negative
paucity,-0.45,negative
peace,0.7,positive
peaceful,0.7,positive
peak,0.9,positive
pedigree,0.55,positive
penal,-0.3,negative
penalize,-0.475,negative
penalty,-0.5,negative
penniless,-1,negative
perceive,0.05,positive
perception,0.35,positive
perfect,1,positive
perfectly,0.9,positive
perform,0.6,positive
peril,-0.55,negative
perish,-0.8,negative
perishable,-0.3,negative
perjury,-0.75,negative
perk,0.45,positive
perky,0.3,positive
permissible,0.4,positive
permission,0.2,positive
perpetrate,-0.4,negative
perpetration,-0.45,negative
perplex,-0.2,negative
persecute,-0.45,negative
persistence,0.4,positive
personalize,0.4,positive
persuasive,0.4,positive
pervasive,-0.1,negative
pervasively,-0.4,negative
pesky,-0.4,negative
pessimism,-0.45,negative
pessimistic,-0.6,negative
pest,-0.35,negative
petty,-0.4,negative
phantom,-0.25,negative
phenomenal,0.8,positive
philanthropic,0.7,positive
phony,-0.7,negative
picky,-0.5,negative
picturesque,0.65,positive
piercing,-0.25,negative
pilfer,-0.4,negative
pillage,-0.5,negative
pillar,0.4,positive
pimp,-0.35,negative
pinch,-0.5,negative
pioneer,0.55,positive
pioneering,0.4,positive
piracy,-0.35,negative
pit,-0.15,negative
pitfall,-0.5,negative
pitiful,-0.7,negative
pittance,-0.3,negative
pity,-0.5,negative
plague,-0.5,negative
plea,-0.05,negative
plead,-0.1,negative
pleasant,0.6,positive
pleasantly,0.4,positive
pleasing,0.7,positive
pleasure,0.65,positive
pledge,0.2,positive
plentiful,0.7,positive
plenty,0.5,positive
plod,-0.3,negative
plodding,-0.3,negative
pluck,-0.05,negative
plummet,-0.8,negative
plunder,-0.65,negative
plunge,-0.7,negative
plunk,-0.4,negative
plus,0.5,positive
poach,-0.15,negative
poignant,-0.45,negative
pointless,-0.5,negative
poison,-0.8,negative
poisoning,-0.9,negative
polish,0.55,positive
polished,0.55,positive
polite,0.5,positive
polluted,-0.65,negative
polluting,-0.75,negative
pooling,0.4,positive
poor,-0.6,negative
poorly,-0.6,negative
popularity,0.6,positive
popularize,0.4,positive
portend,-0.1,negative
positive,0.8,positive
positively,0.65,positive
possibility,0.2,positive
possible,0.2,positive
possibly,0.15,positive
postpone,-0.25,negative
postponement,-0.3,negative
potent,0.3,positive
potential,0.5,positive
pounce,-0.25,negative
poverty,-0.6,negative
powered,0.7,positive
powerful,0.55,positive
powerhouse,0.6,positive
powerless,-0.5,negative
practical,0.55,positive
practice,0.4,positive
praise,0.75,positive
pray,0.35,positive
precious,0.6,positive
precipitously,-0.45,negative
precision,0.7,positive
predatory,-0.55,negative
predecease,-0.5,negative
predicament,-0.3,negative
predictability,0.25,positive
predictive,0.25,positive
predictor,0.05,positive
preferred,0.6,positive
prejudice,-0.35,negative
prejudicial,-0.3,negative
premature,-0.3,negative
prematurely,-0.2,negative
premier,0.4,positive
premiere,0.3,positive
premium,0.4,positive
prepare,0.4,positive
presage,-0.25,negative
present,0.1,positive
preserve,0.75,positive
pressure,-0.3,negative
prestige,0.65,positive
prestigious,0.5,positive
pretend,-0.75,negative
pretty,0.6,positive
prevail,0.7,positive
preview,0.2,positive
prey,-0.4,negative
priceless,0.55,positive
pricey,-0.5,negative
prick,-0.2,negative
prickly,-0.5,negative
pricy,-0.45,negative
pride,0.4,positive
primary,0.4,positive
principle,0.2,positive
prioritize,0.35,positive
prise,0.3,positive
prison,-0.5,negative
pristine,0.7,positive
privileged,0.5,positive
prize,0.5,positive
proactive,0.6,positive
proactively,0.5,positive
probationary,-0.4,negative
probationer,-0.3,negative
problematic,-0.5,negative
problematical,-0.45,negative
proceed,0.2,positive
process,0.1,positive
procure,0.2,positive
productive,0.75,positive
proficiency,0.5,positive
proficient,0.6,positive
proficiently,0.65,positive
profitable,0.95,positive
profitably,0.8,positive
profitless,-0.55,negative
profligate,-0.5,negative
profusion,0.45,positive
progres,0.6,positive
progress,0.6,positive
progression,0.75,positive
progressive,0.7,positive
prohibit,-0.55,negative
prohibition,-0.5,negative
prohibitive,-0.3,negative
prohibitively,-0.35,negative
prohibitory,-0.55,negative
prolongation,-0.2,negative
prominence,0.5,positive
promised,0.5,positive
promising,0.55,positive
promote,0.35,positive
promotion,0.35,positive
promotional,0.35,positive
prop,0.2,positive
propaganda,-0.45,negative
propel,0.8,positive
proportionate,0.4,positive
propose,0.15,positive
prosecute,-0.6,negative
prosecution,-0.35,negative
prosecutorial,-0.25,negative
prospect,0.45,positive
prospective,0.45,positive
prosper,0.7,positive
prosperity,0.8,positive
prosperous,0.85,positive
protection,0.55,positive
protective,0.4,positive
protestor,-0.1,negative
proud,0.95,positive
provider,0.4,positive
provocation,-0.65,negative
provocative,-0.55,negative
provoke,-0.45,negative
prudential,0.35,positive
pry,-0.35,negative
pullback,-0.3,negative
pullout,-0.25,negative
pummel,-0.85,negative
puncture,-0.3,negative
punish,-0.5,negative
punishable,-0.4,negative
punishment,-0.55,negative
punitive,-0.4,negative
puny,-0.35,negative
pure,0.55,positive
purge,-0.6,negative
purpose,0.3,positive
purposeful,0.65,positive
purr,0.55,positive
pursue,0.3,positive
pushy,-0.5,negative
quadruple,0.55,positive
quagmire,-0.35,negative
quake,-0.55,negative
qualified,0.7,positive
quality,0.75,positive
quandary,-0.4,negative
quash,-0.5,negative
queasy,-0.45,negative
quest,0.2,positive
questionable,-0.2,negative
questionably,-0.15,negative
quibble,-0.25,negative
quick,0.3,positive
quiet,-0.15,negative
quit,-0.7,negative
rack,-0.25,negative
racketeer,-0.6,negative
racketeering,-0.8,negative
racy,-0.4,negative
ragged,-0.45,negative
raid,-0.7,negative
rambling,-0.25,negative
rampage,-0.4,negative
ransack,-0.75,negative
ransom,-0.45,negative
rash,-0.5,negative
rat,-0.55,negative
rational,0.3,positive
rationalization,0.25,positive
rationalize,0.475,positive
raucous,-0.45,negative
raunchy,-0.65,negative
ravage,-0.4,negative
ray,0.25,positive
raze,-0.05,negative
razor,-0.15,negative
reactivate,0.3,positive
readiness,0.25,positive
readjust,0.35,positive
ready,0.35,positive
realize,0.2,positive
reasonable,0.6,positive
reasoning,0.4,positive
reassurance,0.5,positive
reassure,0.4,positive
reassuring,0.5,positive
reawaken,0.4,positive
rebalance,0.3,positive
rebate,0.55,positive
rebel,-0.4,negative
rebellion,-0.75,negative
rebellious,-0.4,negative
rebind,0.2,positive
reboot,0.35,positive
reborn,0.4,positive
rebuilding,0.65,positive
rebuke,-0.45,negative
recalibrate,0.3,positive
recall,-0.1,negative
recapitalize,0.55,positive
recession,-0.775,negative
recessionary,-0.75,negative
recharge,0.45,positive
reckless,-0.7,negative
recklessly,-0.45,negative
recklessness,-0.55,negative
reclaim,0.35,positive
recognition,0.7,positive
recognizable,0.4,positive
recommend,0.55,positive
reconcile,0.4,positive
reconciliation,0.5,positive
reconnect,0.45,positive
reconstitute,0.45,positive
recoup,0.35,positive
recover,0.6,positive
recoverable,0.5,positive
recovery,0.65,positive
recreational,0.45,positive
recruit,0.35,positive
recruitment,0.05,positive
rectify,0.3,positive
recurring,0.15,positive
recycling,0.55,positive
red,-0.35,negative
redact,-0.35,negative
redaction,-0.3,negative
redactions,-0.25,negative
redefine,0.35,positive
redemption,0.45,positive
redesign,0.4,positive
redevelop,0.45,positive
redevelopment,0.45,positive
redistribute,0.55,positive
reduced,-0.4,negative
reduction,-0.3,negative
redundancy,-0.3,negative
redundant,-0.5,negative
reestablish,0.4,positive
refined,0.45,positive
refining,0.55,positive
reflate,0.55,positive
refloat,0.35,positive
refocus,0.15,positive
refresh,0.65,positive
refundable,0.4,positive
refurbishment,0.25,positive
refusal,-0.4,negative
refuse,-0.25,negative
regain,0.45,positive
regressive,-0.45,negative
regret,-0.6,negative
regrettable,-0.6,negative
rehab,-0.4,negative
rehabilitate,0.3,positive
reigniting,0.7,positive
reimbursement,0.45,positive
reinforcement,0.4,positive
reinstate,0.4,positive
reinvent,0.35,positive
reinvest,0.45,positive
reinvestment,0.2,positive
reinvigorate,0.65,positive
reinvigorated,0.45,positive
reject,-0.5,negative
rejection,-0.65,negative
rejoice,0.7,positive
rekindle,0.5,positive
relapse,-0.5,negative
relaunch,0.4,positive
relaxation,0.5,positive
relaxed,0.45,positive
reliability,0.55,positive
reliable,0.8,positive
relief,0.3,positive
relieve,0.5,positive
relinquish,-0.45,negative
relish,0.3,positive
reluctance,-0.35,negative
reluctant,-0.4,negative
remarkable,0.5,positive
remodel,0.45,positive
remodeling,0.4,positive
remount,0.15,positive
remove,-0.25,negative
renege,-0.5,negative
renew,0.35,positive
renewable,0.6,positive
renewed,0.4,positive
renown,0.45,positive
renowned,0.6,positive
reopen,0.3,positive
reorganize,0.4,positive
reparation,0.55,positive
repercussion,-0.65,negative
repertory,0.05,positive
replenish,0.45,positive
repossession,-0.5,negative
repressed,-0.55,negative
repression,-0.4,negative
repudiate,-0.25,negative
repudiation,-0.45,negative
repurchase,0.55,positive
reputable,0.5,positive
resale,0.25,positive
rescind,-0.25,negative
rescission,-0.65,negative
rescue,0.25,positive
resent,-0.45,negative
resentful,-0.5,negative
reservoir,0.3,positive
resign,-0.45,negative
resignation,-0.5,negative
resilience,0.65,positive
resolution,0.35,positive
resounding,0.45,positive
resource,0.25,positive
resourceful,0.4,positive
respect,0.55,positive
respectability,0.55,positive
respectable,0.65,positive
respected,0.65,positive
respectful,0.7,positive
responsibility,0.55,positive
responsible,0.3,positive
responsive,0.45,positive
rest,0.2,positive
restock,0.55,positive
restrain,-0.25,negative
restrict,-0.35,negative
restriction,-0.35,negative
restrictive,-0.3,negative
restrictively,-0.35,negative
restrictivenes,-0.3,negative
restructure,0.25,positive
resurrect,0.45,positive
resuscitate,0.45,positive
retaliate,-0.4,negative
retaliation,-0.6,negative
retaliatory,-0.4,negative
retard,-0.9,negative
reticent,-0.2,negative
retract,-0.3,negative
retrieve,0.45,positive
retroceded,-0.25,negative
reunite,0.6,positive
revalue,0.3,positive
revamping,0.3,positive
revenge,-0.65,negative
revere,0.6,positive
reversal,-0.25,negative
reverse,-0.3,negative
revert,-0.1,negative
revitalize,0.45,positive
revitalized,0.6,positive
revive,0.4,positive
revocability,-0.15,negative
revocation,-0.45,negative
revoke,-0.3,negative
revolution,0.4,positive
revolutionize,0.8,positive
revolving,0.35,positive
reward,0.55,positive
rhythmic,0.45,positive
rickety,-0.3,negative
rid,-0.2,negative
riddle,-0.25,negative
ridicule,-0.45,negative
ridiculous,-0.55,negative
rife,-0.3,negative
rifle,-0.25,negative
right,0.75,positive
righteous,0.75,positive
rightful,0.3,positive
rile,-0.35,negative
riot,-0.5,negative
rioting,-0.55,negative
rip,-0.4,negative
ripe,0.35,positive
ripen,0.45,positive
rising,0.75,positive
risk,-0.4,negative
riskines,-0.55,negative
riskiness,-0.5,negative
risky,-0.5,negative
rival,-0.3,negative
rive,-0.2,negative
roar,0.5,positive
roaring,0.3,positive
rob,-0.5,negative
robbery,-0.6,negative
robust,0.6,positive
rocket,0.6,positive
rocky,-0.3,negative
rollercoaster,-0.3,negative
romantic,0.4,positive
room,0.15,positive
rot,-0.7,negative
rotten,-0.65,negative
routine,0.25,positive
rubbish,-0.5,negative
rubble,-0.25,negative
rudderless,-0.3,negative
rude,-0.4,negative
rudimentary,-0.4,negative
ruffle,-0.25,negative
ruin,-0.7,negative
rumor,-0.1,negative
rundown,-0.45,negative
rupture,-0.5,negative
rust,-0.4,negative
rusted,-0.5,negative
ruthless,-0.65,negative
sabotage,-0.7,negative
sack,-0.35,negative
sacking,-0.65,negative
sacrifice,-0.3,negative
sacrificial,-0.55,negative
sad,-0.7,negative
sadness,-0.45,negative
safe,0.55,positive
safeguard,0.45,positive
safety,0.6,positive
sag,-0.5,negative
salvation,0.5,positive
satisfaction,0.65,positive
satisfactorily,0.6,positive
satisfactory,0.45,positive
satisfy,0.5,positive
save,0.6,positive
savior,0.5,positive
scam,-0.55,negative
scandal,-0.5,negative
scandalous,-0.55,negative
scant,-0.3,negative
scapegoat,-0.5,negative
scarce,-0.6,negative
scarcity,-0.55,negative
scared,-0.5,negative
scary,-0.5,negative
scathing,-0.45,negative
scent,0.2,positive
schizophrenic,-0.55,negative
scholarship,0.3,positive
sclerotic,-0.35,negative
scold,-0.5,negative
scoop,0.25,positive
scope,0.2,positive
score,0.4,positive
scoring,0.55,positive
scorn,-0.35,negative
scourge,-0.5,negative
scramble,-0.35,negative
scrap,-0.4,negative
scrape,-0.2,negative
scrapping,-0.35,negative
scream,-0.25,negative
screech,-0.3,negative
scribble,-0.4,negative
scruffy,-0.35,negative
scrupulous,0.45,positive
scrutiny,-0.3,negative
scupper,-0.1,negative
scurry,-0.25,negative
seasoned,0.55,positive
seating,0.05,positive
secretive,-0.5,negative
secure,0.75,positive
sedate,-0.3,negative
seesaw,-0.4,negative
seethe,-0.35,negative
segregated,-0.7,negative
seize,-0.3,negative
seldomly,-0.05,negative
selfish,-0.45,negative
sensational,0.7,positive
sensibility,0.5,positive
sensible,0.45,positive
separate,-0.1,negative
sequestrator,-0.05,negative
servant,-0.35,negative
serviceable,0.45,positive
setback,-0.45,negative
settle,0.35,positive
sever,-0.45,negative
severe,-0.85,negative
severely,-0.55,negative
severity,-0.65,negative
shadow,-0.15,negative
shadowy,-0.4,negative
shady,-0.5,negative
shake,-0.3,negative
shakeout,-0.25,negative
shakeup,-0.4,negative
shaky,-0.55,negative
shallow,-0.4,negative
sham,-0.8,negative
shamble,-0.45,negative
shambolic,-0.5,negative
shame,-0.45,negative
shameful,-0.8,negative
shameless,-0.4,negative
shatter,-0.7,negative
shed,-0.4,negative
shelve,-0.05,negative
shield,0.35,positive
shift,0.25,positive
shine,0.4,positive
shipwreck,-0.8,negative
shirk,-0.75,negative
shiver,-0.3,negative
shock,-0.425,negative
shocking,-0.3,negative
shoddy,-0.5,negative
shooting,-0.9,negative
shortage,-0.5,negative
shortcoming,-0.4,negative
shortfall,-0.5,negative
shortsighted,-0.5,negative
shot,-0.35,negative
shove,-0.35,negative
showdown,-0.1,negative
shredder,-0.7,negative
shrewd,-0.5,negative
shrine,0.4,positive
shrink,-0.45,negative
shrinkage,-0.45,negative
shrivel,-0.35,negative
shroud,-0.3,negative
shrug,-0.2,negative
shrunken,-0.5,negative
shudder,-0.4,negative
shun,-0.5,negative
shut,-0.2,negative
shutdown,-0.55,negative
shuttered,-0.4,negative
shy,-0.25,negative
sick,-0.55,negative
sicken,-0.5,negative
sickening,-0.5,negative
sickly,-0.5,negative
sickness,-0.4,negative
siege,-0.55,negative
sighted,0.1,positive
signal,0.2,positive
significance,0.45,positive
significant,0.55,positive
silent,-0.05,negative
silly,-0.4,negative
simple,0.15,positive
simplicity,0.4,positive
simplify,0.45,positive
sin,-0.8,negative
sincere,0.75,positive
sinister,-0.55,negative
sink,-0.55,negative
sizzling,0.55,positive
skeletal,-0.15,negative
skeptic,-0.4,negative
skeptical,-0.35,negative
skepticism,-0.4,negative
sketchy,-0.4,negative
skewed,-0.3,negative
skid,-0.2,negative
skill,0.35,positive
skillful,0.75,positive
skim,-0.3,negative
skimp,-0.4,negative
skimpy,-0.45,negative
skinny,-0.25,negative
skittish,-0.3,negative
skyrocket,0.5,positive
slack,-0.4,negative
slacken,-0.25,negative
slackened,-0.4,negative
slam,-0.3,negative
slander,-0.5,negative
slanderous,-0.8,negative
slant,-0.35,negative
slap,-0.25,negative
slash,-0.55,negative
slaughter,-0.35,negative
slave,-0.85,negative
sleazy,-0.6,negative
sledgehammer,-0.1,negative
sleepy,-0.15,negative
slender,-0.45,negative
slew,-0.25,negative
slice,-0.1,negative
slick,-0.5,negative
slide,-0.3,negative
slip,-0.3,negative
slippage,-0.3,negative
slippery,-0.3,negative
slipshod,-0.25,negative
slog,-0.2,negative
slop,-0.6,negative
sloppy,-0.6,negative
slouch,-0.4,negative
slough,-0.45,negative
slow,-0.3,negative
slowdown,-0.4,negative
slowing,-0.5,negative
slowly,-0.05,negative
slowness,-0.35,negative
slug,-0.55,negative
sluggish,-0.4,negative
sluggishly,-0.4,negative
sluggishness,-0.35,negative
slum,-0.45,negative
slumber,-0.35,negative
slump,-0.55,negative
slung,-0.2,negative
smack,-0.2,negative
smallish,-0.15,negative
smart,0.6,positive
smarten,0.4,positive
smash,-0.3,negative
smear,-0.4,negative
smell,-0.15,negative
smile,0.7,positive
smokescreen,-0.3,negative
smolder,-0.25,negative
smooth,0.5,positive
smoothly,0.5,positive
smuggling,-0.6,negative
snare,-0.3,negative
snarl,-0.3,negative
sneak,-0.3,negative
sneaky,-0.4,negative
sneer,-0.4,negative
sniff,-0.05,negative
snub,-0.35,negative
soar,0.7,positive
sober,0.75,positive
soggy,-0.5,negative
solicitation,-0.4,negative
solid,0.45,positive
solidify,0.4,positive
solution,0.4,positive
solve,0.6,positive
solvent,0.55,positive
soothe,0.65,positive
soothing,0.4,positive
sophistication,0.7,positive
sore,-0.4,negative
sorrow,-0.5,negative
soulless,-0.8,negative
sounding,0.25,positive
soundness,0.3,positive
soured,-0.45,negative
spam,-0.4,negative
spanking,-0.3,negative
spark,0.6,positive
sparkling,0.6,positive
spate,-0.3,negative
special,0.75,positive
specialist,0.45,positive
specialize,0.45,positive
specie,0.1,positive
specify,0.15,positive
spectacular,0.85,positive
spectacularly,0.75,positive
speculation,-0.1,negative
speculatively,-0.05,negative
speed,0.5,positive
speedy,0.45,positive
spin,-0.4,negative
spiral,-0.45,negative
spiraling,-0.35,negative
spirited,0.6,positive
spit,-0.45,negative
splendid,0.6,positive
splinter,-0.55,negative
split,-0.25,negative
spoil,-0.5,negative
sponsoring,0.65,positive
spoof,-0.4,negative
spook,-0.4,negative
sporadic,-0.25,negative
sporadically,-0.2,negative
spotless,0.5,positive
spotlight,0.7,positive
spree,0.25,positive
sprightly,0.55,positive
sprout,0.55,positive
spurn,-0.4,negative
spurt,0.35,positive
sputter,-0.25,negative
spy,-0.25,negative
squabble,-0.3,negative
squander,-0.4,negative
squeal,-0.55,negative
squeeze,-0.2,negative
squelch,-0.3,negative
squirm,-0.25,negative
stab,-0.5,negative
stabilize,0.55,positive
stable,0.65,positive
stagflation,-0.8,negative
stagger,-0.425,negative
staggered,-0.35,negative
stagnant,-0.35,negative
stagnate,-0.4,negative
stagnation,-0.325,negative
stain,-0.4,negative
stale,-0.25,negative
stall,-0.25,negative
stalwart,0.95,positive
stamina,0.45,positive
stampede,-0.55,negative
standing,0.2,positive
standoff,-0.2,negative
standstill,-0.5,negative
stardom,0.65,positive
stare,-0.2,negative
starve,-0.75,negative
stately,0.55,positive
steal,-0.8,negative
steer,0.25,positive
stellar,0.6,positive
steppingstone,0.35,positive
sterling,0.1,positive
sticky,-0.15,negative
stiff,-0.4,negative
stigmatize,-0.5,negative
stilted,-0.25,negative
stimulate,0.5,positive
stimulating,0.7,positive
stimulation,0.75,positive
sting,-0.6,negative
stinging,-0.3,negative
stingy,-0.45,negative
stink,-0.4,negative
stir,0.35,positive
stoop,-0.35,negative
stopgap,-0.3,negative
stoppage,-0.35,negative
storm,-0.35,negative
stormy,-0.45,negative
straddle,0.05,positive
straighten,0.35,positive
straightforward,0.6,positive
strain,-0.375,negative
strait,-0.3,negative
straitjacket,-0.5,negative
strange,-0.3,negative
strangle,-0.75,negative
stranglehold,-0.4,negative
strategic,0.5,positive
strategize,0.6,positive
strategy,0.25,positive
stratospheric,0.8,positive
stray,-0.4,negative
strength,0.7,positive
strengthen,0.8,positive
strengthening,0.8,positive
strenuous,-0.45,negative
stress,-0.5,negative
stressful,-0.5,negative
stricken,-0.4,negative
strict,-0.3,negative
strife,-0.55,negative
stringent,-0.1,negative
strip,-0.35,negative
strong,0.55,positive
strongly,0.65,positive
structural,0.05,positive
structured,0.2,positive
struggle,-0.55,negative
stubborn,-0.5,negative
stuck,-0.45,negative
stumble,-0.4,negative
stun,-0.4,negative
stunning,0.8,positive
stupendous,0.85,positive
stupid,-0.8,negative
stupidity,-0.75,negative
sturdy,0.4,positive
stutter,-0.4,negative
stuttering,-0.4,negative
stylish,0.55,positive
stymie,-0.25,negative
subdue,-0.3,negative
subjection,-0.3,negative
subrogate,-0.15,negative
subsidize,0.4,positive
substantial,0.5,positive
substantive,0.35,positive
succeed,0.85,positive
success,0.75,positive
successful,1,positive
successfully,0.8,positive
succumb,-0.35,negative
sue,-0.45,negative
suffer,-0.6,negative
sufferer,-0.35,negative
suffering,-0.5,negative
sufficient,0.65,positive
suffocate,-0.6,negative
sugary,-0.1,negative
suggest,0.1,positive
suitability,0.4,positive
suitable,0.5,positive
sully,-0.35,negative
sum,0.2,positive
summit,0.05,positive
summon,0.05,positive
sumptuous,0.75,positive
sunny,0.45,positive
sunrise,0.6,positive
sunshine,0.6,positive
super,0.7,positive
superb,0.9,positive
supercharged,0.45,positive
superficial,-0.3,negative
superior,0.65,positive
superlative,0.65,positive
supersized,0.65,positive
supersonic,0.6,positive
supervise,0.2,positive
supplement,0.6,positive
supportive,0.7,positive
suppress,-0.6,negative
supreme,0.75,positive
supremo,0.45,positive
sure,0.15,positive
surmount,0.4,positive
surpass,0.6,positive
surprise,0.35,positive
surprising,0.25,positive
surreal,0.35,positive
surrender,-0.45,negative
surreptitious,-0.1,negative
survive,0.75,positive
survivor,0.6,positive
susceptible,-0.3,negative
suspect,-0.25,negative
suspend,-0.35,negative
suspension,-0.3,negative
suspicion,-0.25,negative
suspicious,-0.45,negative
suspiciously,-0.35,negative
sustain,0.25,positive
swagger,0.25,positive
swamp,-0.35,negative
sweat,-0.15,negative
sweatshop,-0.7,negative
sweeten,0.5,positive
sweetener,0.3,positive
swell,0.4,positive
swift,0.5,positive
swindle,-0.45,negative
swirl,-0.1,negative
swollen,-0.4,negative
sympathetic,0.35,positive
sympathy,0.4,positive
symptom,-0.2,negative
tackle,-0.2,negative
tactical,0.55,positive
tailspin,-0.5,negative
taint,-0.55,negative
talent,0.6,positive
talented,0.55,positive
tamper,-0.4,negative
tangible,0.6,positive
tangled,-0.45,negative
taper,-0.6,negative
tardy,-0.4,negative
tarnish,-0.55,negative
tarnished,-0.75,negative
tasteful,0.5,positive
tasty,0.5,positive
tattered,-0.6,negative
tatty,-0.4,negative
tear,-0.45,negative
teasing,-0.45,negative
technological,0.55,positive
tedious,-0.35,negative
teeter,-0.3,negative
temper,-0.25,negative
temptation,-0.15,negative
tense,-0.3,negative
tension,-0.5,negative
tentacle,-0.05,negative
